,ngram,weight
20864, say buffet,-0.006205314465584208
6969, roma tomatoes,-0.006204644230589784
18658, way expensive,-0.006200633853227201
8148,food mediocre best,-0.00619078342759264
4691, saving grace,-0.006183964231155146
22208,re going spend,-0.006180871577129875
7387,pretty delicious ,-0.006175023640291362
24991,legs great ,-0.006171166873233781
18380,  construction,-0.006170237716583835
22553, rooms awesome,-0.006168447805967754
4222, favorite dish,-0.006167867304498003
40378,gave us check,-0.0061673394537630445
31777, assured us,-0.00616294041134235
30237,try  definitely,-0.006161328146219842
13923,amazingly delicious ,-0.00615971668651903
34241,valet service ,-0.00615847913139267
12257, asadero cheese,-0.006156935935139768
6612,must try vegas,-0.0061524681764562345
11493,trying find place,-0.006152353396331653
41814,around long time,-0.00615085252365787
2905,asian section ,-0.0061503477954586595
1958, cooked perfectly,-0.006149660922637654
2452, ll probably,-0.006148264068150623
36726,never heard place,-0.006143678015408206
15886, hour flight,-0.0061360411403779845
3049,fresh fruit ,-0.0061273035470700765
4805,vegetables  ,-0.0061236472632310605
39720, ordered hanger,-0.0061222444575313
14540, service alright,-0.006116837825946253
24725, portions ginormous,-0.006116808871101378
6724, right strip,-0.006116132093961389
4169,star service ,-0.00610774827615024
5353,fried chicken ve,-0.006104192452299029
12450,every single dish,-0.006100799703229717
39822,room city view,-0.006099497270784416
1975, favorite part,-0.0060984831729774215
34708,family members ,-0.0060965168870663585
37418, compliments chef,-0.006090088793816717
2130, overall experience,-0.006082025538958922
4083,try something new,-0.006081208204972384
7844,taco station ,-0.006081094020709473
7572,top notch service,-0.0060743654238420795
5940,nice friendly ,-0.006074209040123714
31414,warm friendly ,-0.006072926431149314
9827,legs  sushi,-0.006067476053624321
30111,like airports ,-0.006065926891843661
4487,buffet person ,-0.006060218138397328
37265,price  much,-0.00605834017886889
11312,food  first,-0.0060534175541921064
26074, generous portions,-0.006052371744508609
29915, greeted us,-0.006049298663910599
2294, place definitely,-0.006048474718056483
14951,get chicken waffles,-0.006042670586365971
26592,sleek  modern,-0.006039783553882784
16046,buffet far ,-0.0060393752671350255
7953,make sure everything,-0.006036843063290197
7440,taste food ,-0.006032627605948988
10744, favorite items,-0.006030956480176108
30638,pizza  best,-0.006026616222706957
709, excellent ,-0.00602579811725604
5187,average best ,-0.006025122441069863
6124,stay strip ,-0.006025078908660049
4625,definitely stay ,-0.006023705415740939
23510, horseradish ,-0.006021155916135318
35357,food  everyone,-0.006021155916135318
21974,pool closes ,-0.006021155916135318
22457,casino resort ,-0.006020532224662074
9325,upgraded room ,-0.006017926968442318
11321, cheese pizza,-0.006016015627384108
2088,green tomato blt,-0.006015862839407186
19180,expensive get ,-0.006011007065629845
2470, euro burger,-0.006008280856122996
35167,considering buffet ,-0.006005199930263196
42024,restaurants  shopping,-0.006003747961644264
8150, also serve,-0.006000982603745461
3604, disgusting ,-0.005997136091621712
10489, lot choices,-0.005990758736304337
4004,macaroni cheese ,-0.005981609957951696
32811,resort fee included,-0.005980172777981379
29265,went brunch buffet,-0.00598014485029158
28172, bad choice,-0.005977136179059703
9190,around casino ,-0.005972611227551228
5384,loved food ,-0.005971881852043239
17338,buffet  service,-0.005961261804689007
38881,service  much,-0.005959262663362595
24245, nice friendly,-0.005957134463708231
1192,hotels strip ,-0.00595595161806732
22884, makes think,-0.005953878150054497
18801,glass bottles ,-0.005952931925016557
26047,hotel  still,-0.005951833576192767
17236,first choice ,-0.005942539736239536
7136,last time stayed,-0.00594021862512244
31009,expect wait line,-0.0059351737279014095
6102, attention detail,-0.00593211097270512
31549, hopefully get,-0.005930723171451771
15381,made experience even,-0.005925547201668202
29705,white omelette ,-0.005925526216226172
34455,macaroni au gratin,-0.0059217188187353584
35982,roast beef horseradish,-0.005921507971433823
6826,tasted like ,-0.005920252774163968
30986, suckling pig,-0.005920108759740242
6490, really wasn,-0.005915277770210749
7346,vegas baby ,-0.005906678866623448
3420,brussel sprouts ,-0.005904931072247726
10256,directions  ,-0.005903997149745945
4579,rooms clean ,-0.005899053105105926
3825,establishment  ,-0.005898536062193683
9707,one thing like,-0.0058958721338385036
28618, ordered chocolate,-0.005895853650756048
10508, concierge ,-0.00589357777158434
878, also tried,-0.005892733595382388
25879,enough feed ,-0.005892486572770776
7939, dining experience,-0.005889046224589202
8606,well oiled machine,-0.005888879331466757
16107,seating first come,-0.005887011444969958
8596,sage chicken ,-0.005878015790935915
28562,minutes arrive ,-0.005876566711339045
10957,great sandwich ,-0.005875959429914077
2588,excellent food ,-0.005875715199383023
14167, great drinks,-0.005875374672603761
20348,overall  say,-0.00587202819510479
6942,like prime rib,-0.005866054090840785
21871, like bread,-0.0058634197575855454
5053,cranberry sauce ,-0.005862132824980266
30212, minutes ago,-0.005861610319390571
21999, make right,-0.005861214550394857
12389,station  asian,-0.005860663217846621
26598,won staying ,-0.005858305047793522
5339,n  watermelon,-0.005858231180668032
7671, strongly recommend,-0.005857626250604453
16141,friend birthday ,-0.00585742036299969
8517,buffet  everything,-0.005856916992539724
26818,glazed root vegetables,-0.005849729657860769
26012,  understandable,-0.005849729657860769
25301,probably best thai,-0.005846526132415669
7673,stayed venetian ,-0.005845545213424866
14383,came high expectations,-0.00584385860388463
1962,room clean ,-0.005840462327815996
14330, people watch,-0.005837415727283211
14064,renovation  ,-0.005836353277685366
17569,definitely recommend coming,-0.005834763202888289
19456,excited try buffet,-0.005828791802937077
2705, food average,-0.005828147507787536
15901, place needs,-0.00581971161092974
12509,never forget ,-0.005819310125703566
963, slot machines,-0.0058188155162799265
1334,friendly helpful ,-0.005809641369558848
35327,really upset ,-0.0058065887193819495
6274,flavorless  ,-0.005805917220387944
12299,food  little,-0.005805916956580535
7424,watch bellagio fountains,-0.005805194245393364
28767,didn room dessert,-0.005803735670101269
35392,night dancing ,-0.005803257006132011
39536,back  unless,-0.005802872365092325
36827, real complaints,-0.005802872365092325
23765,place  worth,-0.0058015136433068725
39669, carmelized onions,-0.005798664655427099
16152,night sleep ,-0.005796076499188719
3692,nothing really stood,-0.005790459321941969
14027,great care us,-0.005790195669720545
12330, special day,-0.005789507791781362
37607,delicious  usually,-0.005789232650619506
35377, course ordered,-0.005788361432453119
10616, take advantage,-0.005787807582923156
10002,buffet better ,-0.005783442338589819
3261,patio seating ,-0.005781572528545324
6558, desserts amazing,-0.005780086132091903
34456,since ve never,-0.005778151726969979
22231,th floor west,-0.005778151726969979
10227,butter lettuce ,-0.0057766540501084165
3840, ordered beef,-0.005772443670515985
5794, five stars,-0.005768196409735104
3882, wasn really,-0.0057680939622939695
387, pretty good,-0.005765190286871577
19954,truffle fries delicious,-0.005763055329165388
16219, king crabs,-0.005762994981149338
7824,watermelon  n,-0.005760300833689988
36623,really good burger,-0.005759757060860453
23392,loved  also,-0.005758268113180749
38316, deviled egg,-0.005757296565776904
2066, th birthday,-0.005756210606554131
6994,didn want wait,-0.005755173845550059
10164,wouldn order ,-0.005754575149978091
3417,french food ,-0.005751720493011741
38787,hotel casino las,-0.005751408489678713
13446,lobby area ,-0.0057494605340062364
3505,wait another ,-0.005748885572350658
7874, make point,-0.005746833686889045
9109, great choice,-0.005743793830780898
10454,price  definitely,-0.00574374987017289
9761,check check ,-0.005742321547932936
10064,pyramid rooms ,-0.005739639653739908
33311,less average ,-0.005739394581735225
42679,different pools ,-0.005739394581735225
35726,table  nice,-0.005739394581735225
24951, server gave,-0.005739024333125078
5156,jerk chicken sandwich,-0.0057364502874462635
11750, love gordon,-0.005735388576909298
13071,vegas  people,-0.005735219761502289
3570, decided give,-0.0057334605948384295
27885,didn seem fresh,-0.005727631912731922
41896,pretty convenient ,-0.005724807558754767
7571,right place ,-0.005719882726887966
9391,great late night,-0.005718891664091188
30959,roasted garlic ,-0.005715271762578783
27939,consisted  ,-0.005715271762578783
19772,beef hash eggs,-0.005715271762578783
26129,saturday night around,-0.005715271762578783
40361,tried buffets vegas,-0.005715271762578783
38876,medium well done,-0.005715271762578783
7018, food incredible,-0.0057147361432095655
37349, definitely cheap,-0.005712232086372263
33439, ordered lobster,-0.005711566704449547
3719,breakfast items ,-0.005708729865765616
14557, restaurant busy,-0.005708542965247984
41584,  underwhelming,-0.005706623669903663
25927, still hungry,-0.005706108230530328
33785,couple nights ,-0.005703734102827637
27112,amazing burger ,-0.005700952292738016
9877,mandatory  ,-0.005692052759431079
4997,drink menu ,-0.0056919802384212655
9968,hells kitchen ,-0.005690519217428508
16881,also awesome ,-0.005688230933311042
12150,square feet ,-0.00568226749961805
17360,eggs cooked perfectly,-0.005682121090858651
11721,room service food,-0.005680926935721248
38937, made special,-0.005679754739699238
21616,parmesan fries good,-0.005679754739699238
28266,line half hour,-0.005679142585480594
789,  restaurants,-0.00567903493331141
34630,really isn anything,-0.0056781127956162195
4478, fries good,-0.0056776419162004035
6946, makes feel,-0.0056630429693912705
1869, two people,-0.005661800285909205
13264, decent price,-0.005660635438756295
10995,made fresh ,-0.0056602640038602575
28622, line wrapped,-0.005659753223889182
6344,hotel  rooms,-0.005657029145087342
14592,understand hype ,-0.005655476402372239
2669,good pizza ,-0.005651796680400459
42504,nutella gelato ,-0.005651273397476921
18177,perfectly fried ,-0.005651101210671085
40440,time thing ,-0.005648920452050772
30614,paris london ,-0.005648920452050772
1325,expectations  ,-0.005646847514138733
40601, get coffee,-0.005646715157473366
12630,minutes waiting ,-0.005644949667931766
1657, first thing,-0.005643586025517016
13397, west tower,-0.005642271815434825
37071,suite nice ,-0.005641506734015489
15740, smoked trout,-0.005641029665110006
11514,large parties ,-0.005640952730756011
33330,polite friendly ,-0.005636412388708765
17811,cream sundae ,-0.0056364115521866645
17110,valentine day ,-0.005635363196217623
10824,hotel huge ,-0.005631986803634947
6402, service decent,-0.005627205042986463
36382,look place ,-0.0056269041160718755
27944, may little,-0.005625329918277835
11652,everything else great,-0.0056205315193708595
37925,pizza  salad,-0.005620439109828457
9024,hotel  stayed,-0.005619866012830802
34828,half fried chicken,-0.0056177892390225255
10901,selection seafood ,-0.0056141545881704304
3711,ordered room service,-0.005611434671054041
14206,  traditional,-0.005610511332143751
11761,vegas  located,-0.005609910897749646
18131,room toilet ,-0.00560864257098561
27209, wouldn let,-0.00560530067069637
37612,took us forever,-0.005604878024808683
21903, minutes bring,-0.005604435153769103
3980,food poisoning ,-0.005603746621854464
13021,burger king ,-0.005596201283133111
5999,  vegetarian,-0.005594485406883528
13587,vegas  expect,-0.005590078989796786
41136,preferred  ,-0.005589084571641055
16402,busy place ,-0.005588741216315077
10007,brunch around ,-0.005586194885326423
3020, ordered medium,-0.005584228487833406
9727,cakes  cookies,-0.005582375114552313
42649,sandwich shops ,-0.005581645703377007
9634, asked waitress,-0.005580476359116193
25441,go way come,-0.005578895497403347
36322,maine bouchot mussels,-0.0055777415697747385
42851, location little,-0.005575953811546787
35152, hubby loved,-0.005575953811546787
36504,rooms look like,-0.005575953811546787
359,best buffet vegas,-0.005572072008393008
7146, little expensive,-0.005563354589618054
11735,worst part ,-0.00556104470682508
624, secret pizza,-0.005560630734950511
25260,make sure hit,-0.00555822705408458
17987,delicious  ve,-0.005554980726154974
11360, water glasses,-0.005554465248908472
16759,photos k lwdnuhcbcnevi,-0.00555405391034741
36740,also ordered sweet,-0.005549621733508459
23562,giving two stars,-0.005549621733508459
38746, fire alarm,-0.005548318085400797
3250, roasted chicken,-0.00554605897849951
13250,make sure bring,-0.005545276525886003
40449,suite beautiful ,-0.005541579735958436
39742,bellagio fountains right,-0.005541579735958436
15765,freshly baked bread,-0.005538010384990812
42788,crispy treats ,-0.005535834608347375
34445, suggestions ,-0.005535402916584492
14941, cobb salad,-0.005534417624661381
22989, place never,-0.005533122612497323
14463,crab legs great,-0.005531158940838021
3276,try frozen hot,-0.005531150787496072
13123,gone downhill ,-0.005531116195202404
11917,time seated ,-0.0055305122376973406
34332,front caesar palace,-0.005530336485377296
37733,salmon sushi ,-0.005524529754471638
6278, buffets vegas,-0.005516490230098676
11452, nice variety,-0.005512472112383351
14398, pretty amazing,-0.005512278467949842
